pl_name,pl_letter,discoverymethod,disc_year,disc_facility
KMT-2019-BLG-1715L b,b,Microlensing,2021,KMTNet
KMT-2019-BLG-1715L b,b,Microlensing,2021,KMTNet
KMT-2019-BLG-1806L b,b,Microlensing,2023,KMTNet
KMT-2019-BLG-1806L b,b,Microlensing,2023,KMTNet
KMT-2019-BLG-1806L b,b,Microlensing,2023,KMTNet
KMT-2019-BLG-1806L b,b,Microlensing,2023,KMTNet
KMT-2019-BLG-1806L b,b,Microlensing,2023,KMTNet
KMT-2019-BLG-1953L b,b,Microlensing,2020,KMTNet
KMT-2019-BLG-1953L b,b,Microlensing,2020,KMTNet
KMT-2019-BLG-1953L b,b,Microlensing,2020,KMTNet
KMT-2019-BLG-1953L b,b,Microlensing,2020,KMTNet
KMT-2019-BLG-1953L b,b,Microlensing,2020,KMTNet
KMT-2019-BLG-1953L b,b,Microlensing,2020,KMTNet
KMT-2019-BLG-2783L b,b,Microlensing,2023,KMTNet
KMT-2019-BLG-2974L b,b,Microlensing,2022,KMTNet
KMT-2020-BLG-0414L b,b,Microlensing,2021,KMTNet
KMT-2020-BLG-0414L b,b,Microlensing,2021,KMTNet
KMT-2020-BLG-0414L b,b,Microlensing,2021,KMTNet
KMT-2020-BLG-0414L b,b,Microlensing,2021,KMTNet
KMT-2020-BLG-0414L c,c,Microlensing,2021,KMTNet
KMT-2020-BLG-0414L c,c,Microlensing,2021,KMTNet
KMT-2020-BLG-0414L c,c,Microlensing,2021,KMTNet
KMT-2020-BLG-0414L c,c,Microlensing,2021,KMTNet
KMT-2021-BLG-0119L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-0119L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-0119L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-0119L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-0171L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-0171L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-0171L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-0171L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-0171L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-0171L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-0171L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-0171L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-0171L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-0171L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-0171L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-0192L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-0192L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-0192L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-0192L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-0192L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-0192L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-0240L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-0240L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-0240L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-0240L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-0240L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-0240L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-0320L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-0320L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-0322L b,b,Microlensing,2021,KMTNet
KMT-2021-BLG-0322L b,b,Microlensing,2021,KMTNet
KMT-2021-BLG-0712L b,b,Microlensing,2023,KMTNet
KMT-2021-BLG-0712L b,b,Microlensing,2023,KMTNet
KMT-2021-BLG-0712L b,b,Microlensing,2023,KMTNet
KMT-2021-BLG-0736L b,b,Microlensing,2025,KMTNet
KMT-2021-BLG-0748L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-0748L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-0748L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-0909L b,b,Microlensing,2023,KMTNet
KMT-2021-BLG-0912L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-0912L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-1077L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-1077L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-1077L c,c,Microlensing,2022,KMTNet
KMT-2021-BLG-1077L c,c,Microlensing,2022,KMTNet
KMT-2021-BLG-1105L b,b,Microlensing,2023,KMTNet
KMT-2021-BLG-1105L b,b,Microlensing,2023,KMTNet
KMT-2021-BLG-1105L b,b,Microlensing,2023,KMTNet
KMT-2021-BLG-1105L b,b,Microlensing,2023,KMTNet
KMT-2021-BLG-1105L b,b,Microlensing,2023,KMTNet
KMT-2021-BLG-1105L b,b,Microlensing,2023,KMTNet
KMT-2021-BLG-1105L b,b,Microlensing,2023,KMTNet
KMT-2021-BLG-1150L b,b,Microlensing,2023,KMTNet
KMT-2021-BLG-1150L b,b,Microlensing,2023,KMTNet
KMT-2021-BLG-1253L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-1253L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-1253L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-1253L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-1253L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-1303L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-1372L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-1372L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-1372L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-1391L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-1391L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-1391L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-1391L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-1391L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-1547L b,b,Microlensing,2023,KMTNet
KMT-2021-BLG-1554L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-1554L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-1554L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-1689L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-1689L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-1689L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-1689L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-1689L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-1689L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-1689L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-1770L b,b,Microlensing,2023,KMTNet
KMT-2021-BLG-1898L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-1898L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-2010L b,b,Microlensing,2023,KMTNet
KMT-2021-BLG-2010L b,b,Microlensing,2023,KMTNet
KMT-2021-BLG-2294L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-2294L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-2294L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-2294L b,b,Microlensing,2022,KMTNet
KMT-2021-BLG-2478L b,b,Microlensing,2023,KMTNet
KMT-2021-BLG-2478L b,b,Microlensing,2023,KMTNet
KMT-2021-BLG-2478L b,b,Microlensing,2023,KMTNet
KMT-2021-BLG-2609L b,b,Microlensing,2024,KMTNet
KMT-2021-BLG-2609L b,b,Microlensing,2024,KMTNet
KMT-2022-BLG-0303L b,b,Microlensing,2024,KMTNet
KMT-2022-BLG-0371L b,b,Microlensing,2023,KMTNet
KMT-2022-BLG-0371L b,b,Microlensing,2023,KMTNet
KMT-2022-BLG-0440L b,b,Microlensing,2023,KMTNet
KMT-2022-BLG-0440L b,b,Microlensing,2023,KMTNet
KMT-2022-BLG-1013L b,b,Microlensing,2023,KMTNet
KMT-2022-BLG-2286L b,b,Microlensing,2024,KMTNet
KMT-2022-BLG-2286L b,b,Microlensing,2024,KMTNet
KMT-2023-BLG-0416L b,b,Microlensing,2024,KMTNet
KMT-2023-BLG-0416L b,b,Microlensing,2024,KMTNet
KMT-2023-BLG-0416L b,b,Microlensing,2024,KMTNet
KMT-2023-BLG-0416L b,b,Microlensing,2024,KMTNet
KMT-2023-BLG-0469L b,b,Microlensing,2024,KMTNet
KMT-2023-BLG-0469L b,b,Microlensing,2024,KMTNet
KMT-2023-BLG-0469L b,b,Microlensing,2024,KMTNet
KMT-2023-BLG-0735L b,b,Microlensing,2024,KMTNet
KMT-2023-BLG-0735L b,b,Microlensing,2024,KMTNet
KMT-2023-BLG-1431L b,b,Microlensing,2024,KMTNet
KMT-2023-BLG-1431L b,b,Microlensing,2024,KMTNet
KMT-2023-BLG-1454L b,b,Microlensing,2024,KMTNet
KMT-2023-BLG-1454L b,b,Microlensing,2024,KMTNet
KMT-2023-BLG-1454L b,b,Microlensing,2024,KMTNet
KMT-2023-BLG-1454L b,b,Microlensing,2024,KMTNet
KMT-2023-BLG-1642L b,b,Microlensing,2024,KMTNet
KMT-2023-BLG-1642L b,b,Microlensing,2024,KMTNet
KMT-2023-BLG-1743L b,b,Microlensing,2024,KMTNet
KMT-2023-BLG-1866L b,b,Microlensing,2024,KMTNet
KMT-2023-BLG-1866L b,b,Microlensing,2024,KMTNet
KMT-2023-BLG-1866L b,b,Microlensing,2024,KMTNet
KMT-2024-BLG-1044L b,b,Microlensing,2024,KMTNet
KMT-2024-BLG-1044L b,b,Microlensing,2024,KMTNet
KOBE-1 b,b,Radial Velocity,2025,Calar Alto Observatory
KOBE-1 c,c,Radial Velocity,2025,Calar Alto Observatory
KOI-12 b,b,Transit,2015,Kepler
KOI-12 b,b,Transit,2015,Kepler
KOI-12 b,b,Transit,2015,Kepler
KOI-12 b,b,Transit,2015,Kepler
KOI-12 b,b,Transit,2015,Kepler
KOI-12 b,b,Transit,2015,Kepler
KOI-12 b,b,Transit,2015,Kepler
KOI-12 b,b,Transit,2015,Kepler
KOI-12 b,b,Transit,2015,Kepler
KOI-12 b,b,Transit,2015,Kepler
KOI-12 b,b,Transit,2015,Kepler
KOI-12 b,b,Transit,2015,Kepler
KOI-12 b,b,Transit,2015,Kepler
KOI-12 b,b,Transit,2015,Kepler
KOI-12 b,b,Transit,2015,Kepler
KOI-12 b,b,Transit,2015,Kepler
KOI-1257 b,b,Transit,2014,Kepler
KOI-1257 b,b,Transit,2014,Kepler
KOI-1257 b,b,Transit,2014,Kepler
KOI-1257 b,b,Transit,2014,Kepler
KOI-1257 b,b,Transit,2014,Kepler
KOI-1257 b,b,Transit,2014,Kepler
KOI-1257 b,b,Transit,2014,Kepler
KOI-1257 b,b,Transit,2014,Kepler
KOI-1257 b,b,Transit,2014,Kepler
KOI-1257 b,b,Transit,2014,Kepler
KOI-13 b,b,Transit,2011,Kepler
KOI-13 b,b,Transit,2011,Kepler
KOI-13 b,b,Transit,2011,Kepler
KOI-13 b,b,Transit,2011,Kepler
KOI-13 b,b,Transit,2011,Kepler
KOI-13 b,b,Transit,2011,Kepler
KOI-13 b,b,Transit,2011,Kepler
KOI-13 b,b,Transit,2011,Kepler
KOI-13 b,b,Transit,2011,Kepler
KOI-13 b,b,Transit,2011,Kepler
KOI-13 b,b,Transit,2011,Kepler
KOI-13 b,b,Transit,2011,Kepler
KOI-13 b,b,Transit,2011,Kepler
KOI-13 b,b,Transit,2011,Kepler
KOI-13 b,b,Transit,2011,Kepler
KOI-13 b,b,Transit,2011,Kepler
KOI-13 b,b,Transit,2011,Kepler
KOI-13 b,b,Transit,2011,Kepler
KOI-13 b,b,Transit,2011,Kepler
KOI-13 b,b,Transit,2011,Kepler
KOI-142 b,b,Transit,2013,Kepler
KOI-142 b,b,Transit,2013,Kepler
KOI-142 b,b,Transit,2013,Kepler
KOI-142 b,b,Transit,2013,Kepler
KOI-142 b,b,Transit,2013,Kepler
KOI-142 b,b,Transit,2013,Kepler
KOI-142 b,b,Transit,2013,Kepler
KOI-142 b,b,Transit,2013,Kepler
KOI-142 b,b,Transit,2013,Kepler
KOI-142 b,b,Transit,2013,Kepler
KOI-142 c,c,Transit Timing Variations,2013,Kepler
KOI-142 c,c,Transit Timing Variations,2013,Kepler
KOI-142 c,c,Transit Timing Variations,2013,Kepler
KOI-1599.01,c,Transit,2019,Kepler
KOI-1599.01,c,Transit,2019,Kepler
KOI-1599.01,c,Transit,2019,Kepler
KOI-1599.01,c,Transit,2019,Kepler
KOI-1599.01,c,Transit,2019,Kepler
KOI-1599.01,c,Transit,2019,Kepler
KOI-1599.01,c,Transit,2019,Kepler
KOI-1599.01,c,Transit,2019,Kepler
KOI-1599.02,b,Transit,2019,Kepler
KOI-1599.02,b,Transit,2019,Kepler
KOI-1599.02,b,Transit,2019,Kepler
KOI-1599.02,b,Transit,2019,Kepler
KOI-1599.02,b,Transit,2019,Kepler
KOI-1599.02,b,Transit,2019,Kepler
KOI-1599.02,b,Transit,2019,Kepler
KOI-1783.01,b,Transit,2020,Kepler
KOI-1783.01,b,Transit,2020,Kepler
KOI-1783.01,b,Transit,2020,Kepler
KOI-1783.01,b,Transit,2020,Kepler
KOI-1783.01,b,Transit,2020,Kepler
KOI-1783.01,b,Transit,2020,Kepler
KOI-1783.01,b,Transit,2020,Kepler
KOI-1783.01,b,Transit,2020,Kepler
KOI-1783.01,b,Transit,2020,Kepler
KOI-1783.01,b,Transit,2020,Kepler
KOI-1783.02,c,Transit,2020,Kepler
KOI-1783.02,c,Transit,2020,Kepler
KOI-1783.02,c,Transit,2020,Kepler
KOI-1783.02,c,Transit,2020,Kepler
KOI-1783.02,c,Transit,2020,Kepler
KOI-1783.02,c,Transit,2020,Kepler
KOI-1783.02,c,Transit,2020,Kepler
KOI-1783.02,c,Transit,2020,Kepler
KOI-1783.02,c,Transit,2020,Kepler
KOI-1783.02,c,Transit,2020,Kepler
KOI-1831 d,d,Transit,2021,Kepler
KOI-1831 d,d,Transit,2021,Kepler
KOI-1831 d,d,Transit,2021,Kepler
KOI-1831 d,d,Transit,2021,Kepler
KOI-1831 d,d,Transit,2021,Kepler
KOI-1831 d,d,Transit,2021,Kepler
KOI-1831 d,d,Transit,2021,Kepler
KOI-1831 d,d,Transit,2021,Kepler
KOI-1831 d,d,Transit,2021,Kepler
KOI-1831 d,d,Transit,2021,Kepler
KOI-1833 d,d,Transit,2021,Kepler
KOI-1833 d,d,Transit,2021,Kepler
KOI-1833 d,d,Transit,2021,Kepler
KOI-1833 d,d,Transit,2021,Kepler
KOI-1833 d,d,Transit,2021,Kepler
KOI-1833 d,d,Transit,2021,Kepler
KOI-1833 d,d,Transit,2021,Kepler
KOI-1843.03,c,Transit,2013,Kepler
KOI-1843.03,c,Transit,2013,Kepler
KOI-217 b,b,Transit,2010,Kepler
KOI-217 b,b,Transit,2010,Kepler
KOI-217 b,b,Transit,2010,Kepler
KOI-217 b,b,Transit,2010,Kepler
KOI-217 b,b,Transit,2010,Kepler
KOI-217 b,b,Transit,2010,Kepler
KOI-217 b,b,Transit,2010,Kepler
KOI-217 b,b,Transit,2010,Kepler
KOI-217 b,b,Transit,2010,Kepler
KOI-217 b,b,Transit,2010,Kepler
KOI-217 b,b,Transit,2010,Kepler
KOI-217 b,b,Transit,2010,Kepler
KOI-2513.01,b,Transit,2023,Kepler
KOI-2513.01,b,Transit,2023,Kepler
KOI-2513.01,b,Transit,2023,Kepler
KOI-2513.01,b,Transit,2023,Kepler
KOI-2513.01,b,Transit,2023,Kepler
KOI-2513.01,b,Transit,2023,Kepler
KOI-2513.01,b,Transit,2023,Kepler
KOI-2513.01,b,Transit,2023,Kepler
KOI-3503 b,b,Transit,2021,Kepler
KOI-3503 b,b,Transit,2021,Kepler
KOI-3503 b,b,Transit,2021,Kepler
KOI-3503 b,b,Transit,2021,Kepler
KOI-3503 b,b,Transit,2021,Kepler
KOI-3503 b,b,Transit,2021,Kepler
KOI-3503 b,b,Transit,2021,Kepler
KOI-3503 c,c,Transit,2021,Kepler
KOI-3503 c,c,Transit,2021,Kepler
KOI-3503 c,c,Transit,2021,Kepler
KOI-3503 c,c,Transit,2021,Kepler
KOI-3503 c,c,Transit,2021,Kepler
KOI-351 b,b,Transit,2013,Kepler
KOI-351 b,b,Transit,2013,Kepler
KOI-351 b,b,Transit,2013,Kepler
KOI-351 b,b,Transit,2013,Kepler
KOI-351 b,b,Transit,2013,Kepler
KOI-351 b,b,Transit,2013,Kepler
KOI-351 b,b,Transit,2013,Kepler
KOI-351 b,b,Transit,2013,Kepler
KOI-351 b,b,Transit,2013,Kepler
KOI-351 b,b,Transit,2013,Kepler
KOI-351 c,c,Transit,2013,Kepler
KOI-351 c,c,Transit,2013,Kepler
KOI-351 c,c,Transit,2013,Kepler
KOI-351 c,c,Transit,2013,Kepler
KOI-351 c,c,Transit,2013,Kepler
KOI-351 c,c,Transit,2013,Kepler
KOI-351 c,c,Transit,2013,Kepler
KOI-351 c,c,Transit,2013,Kepler
KOI-351 c,c,Transit,2013,Kepler
KOI-351 c,c,Transit,2013,Kepler
KOI-351 d,d,Transit,2013,Kepler
KOI-351 d,d,Transit,2013,Kepler
KOI-351 d,d,Transit,2013,Kepler
KOI-351 d,d,Transit,2013,Kepler
KOI-351 d,d,Transit,2013,Kepler
KOI-351 d,d,Transit,2013,Kepler
KOI-351 d,d,Transit,2013,Kepler
KOI-351 d,d,Transit,2013,Kepler
KOI-351 d,d,Transit,2013,Kepler
KOI-351 d,d,Transit,2013,Kepler
KOI-351 d,d,Transit,2013,Kepler
KOI-351 e,e,Transit,2013,Kepler
KOI-351 e,e,Transit,2013,Kepler
KOI-351 e,e,Transit,2013,Kepler
KOI-351 e,e,Transit,2013,Kepler
KOI-351 e,e,Transit,2013,Kepler
KOI-351 e,e,Transit,2013,Kepler
KOI-351 e,e,Transit,2013,Kepler
KOI-351 e,e,Transit,2013,Kepler
KOI-351 e,e,Transit,2013,Kepler
KOI-351 e,e,Transit,2013,Kepler
KOI-351 e,e,Transit,2013,Kepler
KOI-351 f,f,Transit,2013,Kepler
KOI-351 f,f,Transit,2013,Kepler
KOI-351 f,f,Transit,2013,Kepler
KOI-351 f,f,Transit,2013,Kepler
KOI-351 f,f,Transit,2013,Kepler
KOI-351 f,f,Transit,2013,Kepler
KOI-351 f,f,Transit,2013,Kepler
KOI-351 f,f,Transit,2013,Kepler
KOI-351 f,f,Transit,2013,Kepler
KOI-351 g,g,Transit,2013,Kepler
KOI-351 g,g,Transit,2013,Kepler
KOI-351 g,g,Transit,2013,Kepler
KOI-351 g,g,Transit,2013,Kepler
KOI-351 g,g,Transit,2013,Kepler
KOI-351 g,g,Transit,2013,Kepler
KOI-351 g,g,Transit,2013,Kepler
KOI-351 g,g,Transit,2013,Kepler
KOI-351 g,g,Transit,2013,Kepler
KOI-351 g,g,Transit,2013,Kepler
KOI-351 g,g,Transit,2013,Kepler
KOI-351 g,g,Transit,2013,Kepler
KOI-351 h,h,Transit,2013,Kepler
KOI-351 h,h,Transit,2013,Kepler
KOI-351 h,h,Transit,2013,Kepler
KOI-351 h,h,Transit,2013,Kepler
KOI-351 h,h,Transit,2013,Kepler
KOI-351 h,h,Transit,2013,Kepler
KOI-351 h,h,Transit,2013,Kepler
KOI-351 h,h,Transit,2013,Kepler
KOI-351 h,h,Transit,2013,Kepler
KOI-351 h,h,Transit,2013,Kepler
KOI-351 h,h,Transit,2013,Kepler
KOI-351 h,h,Transit,2013,Kepler
KOI-3680 b,b,Transit,2018,Kepler
KOI-3680 b,b,Transit,2018,Kepler
KOI-3680 b,b,Transit,2018,Kepler
KOI-3680 b,b,Transit,2018,Kepler
KOI-3680 b,b,Transit,2018,Kepler
KOI-3680 b,b,Transit,2018,Kepler
KOI-3680 b,b,Transit,2018,Kepler
KOI-3680 b,b,Transit,2018,Kepler
KOI-4777.01,b,Transit,2022,Kepler
KOI-4777.01,b,Transit,2022,Kepler
KOI-4777.01,b,Transit,2022,Kepler
KOI-4777.01,b,Transit,2022,Kepler
KOI-4777.01,b,Transit,2022,Kepler
KOI-4978 b,b,Transit,2024,Kepler
KOI-55 b,b,Orbital Brightness Modulation,2011,Kepler
KOI-55 c,c,Orbital Brightness Modulation,2011,Kepler
KOI-7368 b,b,Transit,2022,Kepler
KOI-7368 b,b,Transit,2022,Kepler
KOI-7368 b,b,Transit,2022,Kepler
KOI-7368 b,b,Transit,2022,Kepler
KOI-7913 b,b,Transit,2022,Kepler
KOI-7913 b,b,Transit,2022,Kepler
KOI-7913 b,b,Transit,2022,Kepler
KOI-94 b,b,Transit,2013,Kepler
KOI-94 b,b,Transit,2013,Kepler
KOI-94 b,b,Transit,2013,Kepler
KOI-94 b,b,Transit,2013,Kepler
KOI-94 b,b,Transit,2013,Kepler
KOI-94 b,b,Transit,2013,Kepler
KOI-94 b,b,Transit,2013,Kepler
KOI-94 b,b,Transit,2013,Kepler
KOI-94 b,b,Transit,2013,Kepler
KOI-94 b,b,Transit,2013,Kepler
KOI-94 b,b,Transit,2013,Kepler
KOI-94 b,b,Transit,2013,Kepler
KOI-94 b,b,Transit,2013,Kepler
KOI-94 b,b,Transit,2013,Kepler
KOI-94 c,c,Transit,2013,Kepler
KOI-94 c,c,Transit,2013,Kepler
KOI-94 c,c,Transit,2013,Kepler
KOI-94 c,c,Transit,2013,Kepler
KOI-94 c,c,Transit,2013,Kepler
KOI-94 c,c,Transit,2013,Kepler
KOI-94 c,c,Transit,2013,Kepler
KOI-94 c,c,Transit,2013,Kepler
KOI-94 c,c,Transit,2013,Kepler
KOI-94 c,c,Transit,2013,Kepler
KOI-94 c,c,Transit,2013,Kepler
KOI-94 c,c,Transit,2013,Kepler
KOI-94 c,c,Transit,2013,Kepler
KOI-94 c,c,Transit,2013,Kepler
KOI-94 c,c,Transit,2013,Kepler
KOI-94 c,c,Transit,2013,Kepler
KOI-94 c,c,Transit,2013,Kepler
KOI-94 d,d,Transit,2013,Kepler
KOI-94 d,d,Transit,2013,Kepler
KOI-94 d,d,Transit,2013,Kepler
KOI-94 d,d,Transit,2013,Kepler
KOI-94 d,d,Transit,2013,Kepler
KOI-94 d,d,Transit,2013,Kepler
KOI-94 d,d,Transit,2013,Kepler
KOI-94 d,d,Transit,2013,Kepler
KOI-94 d,d,Transit,2013,Kepler
KOI-94 d,d,Transit,2013,Kepler
KOI-94 d,d,Transit,2013,Kepler
KOI-94 d,d,Transit,2013,Kepler
KOI-94 d,d,Transit,2013,Kepler
KOI-94 d,d,Transit,2013,Kepler
KOI-94 d,d,Transit,2013,Kepler
KOI-94 d,d,Transit,2013,Kepler
KOI-94 d,d,Transit,2013,Kepler
KOI-94 d,d,Transit,2013,Kepler
KOI-94 d,d,Transit,2013,Kepler
KOI-94 e,e,Transit,2013,Kepler
KOI-94 e,e,Transit,2013,Kepler
KOI-94 e,e,Transit,2013,Kepler
KOI-94 e,e,Transit,2013,Kepler
KOI-94 e,e,Transit,2013,Kepler
KOI-94 e,e,Transit,2013,Kepler
KOI-94 e,e,Transit,2013,Kepler
KOI-94 e,e,Transit,2013,Kepler
KOI-94 e,e,Transit,2013,Kepler
KOI-94 e,e,Transit,2013,Kepler
KOI-94 e,e,Transit,2013,Kepler
KOI-94 e,e,Transit,2013,Kepler
KOI-94 e,e,Transit,2013,Kepler
KOI-94 e,e,Transit,2013,Kepler
KOI-94 e,e,Transit,2013,Kepler
KOI-94 e,e,Transit,2013,Kepler
KOI-94 e,e,Transit,2013,Kepler
KOI-984 b,b,Transit,2022,Kepler
KOI-984 b,b,Transit,2022,Kepler
KOI-984 b,b,Transit,2022,Kepler
KOI-984 b,b,Transit,2022,Kepler
KOI-984 b,b,Transit,2022,Kepler
KOI-984 b,b,Transit,2022,Kepler
KOI-984 b,b,Transit,2022,Kepler
KOI-984 b,b,Transit,2022,Kepler
KOI-984 b,b,Transit,2022,Kepler
KOI-984 c,c,Transit Timing Variations,2022,Kepler
KOI-984 c,c,Transit Timing Variations,2022,Kepler
KPS-1 b,b,Transit,2018,Acton Sky Portal Observatory
KPS-1 b,b,Transit,2018,Acton Sky Portal Observatory
KPS-1 b,b,Transit,2018,Acton Sky Portal Observatory
KPS-1 b,b,Transit,2018,Acton Sky Portal Observatory
KPS-1 b,b,Transit,2018,Acton Sky Portal Observatory
KPS-1 b,b,Transit,2018,Acton Sky Portal Observatory
Kapteyn c,c,Radial Velocity,2014,Multiple Observatories
Kepler-10 b,b,Transit,2011,Kepler
Kepler-10 b,b,Transit,2011,Kepler
Kepler-10 b,b,Transit,2011,Kepler
Kepler-10 b,b,Transit,2011,Kepler
Kepler-10 b,b,Transit,2011,Kepler
Kepler-10 b,b,Transit,2011,Kepler
Kepler-10 b,b,Transit,2011,Kepler
Kepler-10 b,b,Transit,2011,Kepler
Kepler-10 b,b,Transit,2011,Kepler
Kepler-10 b,b,Transit,2011,Kepler
Kepler-10 b,b,Transit,2011,Kepler
Kepler-10 b,b,Transit,2011,Kepler
Kepler-10 b,b,Transit,2011,Kepler
Kepler-10 b,b,Transit,2011,Kepler
Kepler-10 b,b,Transit,2011,Kepler
Kepler-10 b,b,Transit,2011,Kepler
Kepler-10 b,b,Transit,2011,Kepler
Kepler-10 b,b,Transit,2011,Kepler
Kepler-10 b,b,Transit,2011,Kepler
Kepler-10 b,b,Transit,2011,Kepler
Kepler-10 b,b,Transit,2011,Kepler
Kepler-10 b,b,Transit,2011,Kepler
Kepler-10 b,b,Transit,2011,Kepler
Kepler-10 c,c,Transit,2011,Kepler
Kepler-10 c,c,Transit,2011,Kepler
Kepler-10 c,c,Transit,2011,Kepler
Kepler-10 c,c,Transit,2011,Kepler
Kepler-10 c,c,Transit,2011,Kepler
Kepler-10 c,c,Transit,2011,Kepler
Kepler-10 c,c,Transit,2011,Kepler
Kepler-10 c,c,Transit,2011,Kepler
Kepler-10 c,c,Transit,2011,Kepler
Kepler-10 c,c,Transit,2011,Kepler
Kepler-10 c,c,Transit,2011,Kepler
Kepler-10 c,c,Transit,2011,Kepler
Kepler-10 c,c,Transit,2011,Kepler
Kepler-10 c,c,Transit,2011,Kepler
Kepler-10 c,c,Transit,2011,Kepler
Kepler-10 c,c,Transit,2011,Kepler
Kepler-10 c,c,Transit,2011,Kepler
Kepler-10 c,c,Transit,2011,Kepler
Kepler-10 c,c,Transit,2011,Kepler
Kepler-10 c,c,Transit,2011,Kepler
Kepler-10 d,d,Radial Velocity,2023,Roque de los Muchachos Observatory
Kepler-100 b,b,Transit,2014,Kepler
Kepler-100 b,b,Transit,2014,Kepler
Kepler-100 b,b,Transit,2014,Kepler
Kepler-100 b,b,Transit,2014,Kepler
Kepler-100 b,b,Transit,2014,Kepler
Kepler-100 b,b,Transit,2014,Kepler
Kepler-100 b,b,Transit,2014,Kepler
Kepler-100 b,b,Transit,2014,Kepler
Kepler-100 b,b,Transit,2014,Kepler
Kepler-100 b,b,Transit,2014,Kepler
Kepler-100 b,b,Transit,2014,Kepler
Kepler-100 b,b,Transit,2014,Kepler
Kepler-100 b,b,Transit,2014,Kepler
Kepler-100 b,b,Transit,2014,Kepler
Kepler-100 c,c,Transit,2014,Kepler
Kepler-100 c,c,Transit,2014,Kepler
Kepler-100 c,c,Transit,2014,Kepler
Kepler-100 c,c,Transit,2014,Kepler
Kepler-100 c,c,Transit,2014,Kepler
Kepler-100 c,c,Transit,2014,Kepler
Kepler-100 c,c,Transit,2014,Kepler
Kepler-100 c,c,Transit,2014,Kepler
Kepler-100 c,c,Transit,2014,Kepler
Kepler-100 c,c,Transit,2014,Kepler
Kepler-100 c,c,Transit,2014,Kepler
