pl_name,pl_letter,discoverymethod,disc_year,disc_facility
Kepler-100 c,c,Transit,2014,Kepler
Kepler-100 c,c,Transit,2014,Kepler
Kepler-100 c,c,Transit,2014,Kepler
Kepler-100 d,d,Transit,2014,Kepler
Kepler-100 d,d,Transit,2014,Kepler
Kepler-100 d,d,Transit,2014,Kepler
Kepler-100 d,d,Transit,2014,Kepler
Kepler-100 d,d,Transit,2014,Kepler
Kepler-100 d,d,Transit,2014,Kepler
Kepler-100 d,d,Transit,2014,Kepler
Kepler-100 d,d,Transit,2014,Kepler
Kepler-100 d,d,Transit,2014,Kepler
Kepler-100 d,d,Transit,2014,Kepler
Kepler-100 d,d,Transit,2014,Kepler
Kepler-100 d,d,Transit,2014,Kepler
Kepler-100 d,d,Transit,2014,Kepler
Kepler-100 d,d,Transit,2014,Kepler
Kepler-100 e,e,Radial Velocity,2023,W. M. Keck Observatory
Kepler-1000 b,b,Transit,2016,Kepler
Kepler-1000 b,b,Transit,2016,Kepler
Kepler-1000 b,b,Transit,2016,Kepler
Kepler-1000 b,b,Transit,2016,Kepler
Kepler-1000 b,b,Transit,2016,Kepler
Kepler-1000 b,b,Transit,2016,Kepler
Kepler-1000 b,b,Transit,2016,Kepler
Kepler-1000 b,b,Transit,2016,Kepler
Kepler-1000 b,b,Transit,2016,Kepler
Kepler-1000 b,b,Transit,2016,Kepler
Kepler-1000 b,b,Transit,2016,Kepler
Kepler-1001 b,b,Transit,2016,Kepler
Kepler-1001 b,b,Transit,2016,Kepler
Kepler-1001 b,b,Transit,2016,Kepler
Kepler-1001 b,b,Transit,2016,Kepler
Kepler-1001 b,b,Transit,2016,Kepler
Kepler-1001 b,b,Transit,2016,Kepler
Kepler-1001 b,b,Transit,2016,Kepler
Kepler-1001 b,b,Transit,2016,Kepler
Kepler-1001 b,b,Transit,2016,Kepler
Kepler-1001 b,b,Transit,2016,Kepler
Kepler-1001 b,b,Transit,2016,Kepler
Kepler-1001 c,c,Transit,2020,Kepler
Kepler-1001 c,c,Transit,2020,Kepler
Kepler-1001 c,c,Transit,2020,Kepler
Kepler-1001 c,c,Transit,2020,Kepler
Kepler-1001 c,c,Transit,2020,Kepler
Kepler-1001 c,c,Transit,2020,Kepler
Kepler-1001 c,c,Transit,2020,Kepler
Kepler-1001 c,c,Transit,2020,Kepler
Kepler-1002 b,b,Transit,2016,Kepler
Kepler-1002 b,b,Transit,2016,Kepler
Kepler-1002 b,b,Transit,2016,Kepler
Kepler-1002 b,b,Transit,2016,Kepler
Kepler-1002 b,b,Transit,2016,Kepler
Kepler-1002 b,b,Transit,2016,Kepler
Kepler-1002 b,b,Transit,2016,Kepler
Kepler-1002 b,b,Transit,2016,Kepler
Kepler-1002 b,b,Transit,2016,Kepler
Kepler-1003 b,b,Transit,2016,Kepler
Kepler-1003 b,b,Transit,2016,Kepler
Kepler-1003 b,b,Transit,2016,Kepler
Kepler-1003 b,b,Transit,2016,Kepler
Kepler-1003 b,b,Transit,2016,Kepler
Kepler-1003 b,b,Transit,2016,Kepler
Kepler-1003 b,b,Transit,2016,Kepler
Kepler-1003 b,b,Transit,2016,Kepler
Kepler-1003 b,b,Transit,2016,Kepler
Kepler-1003 b,b,Transit,2016,Kepler
Kepler-1003 b,b,Transit,2016,Kepler
Kepler-1004 b,b,Transit,2016,Kepler
Kepler-1004 b,b,Transit,2016,Kepler
Kepler-1004 b,b,Transit,2016,Kepler
Kepler-1004 b,b,Transit,2016,Kepler
Kepler-1004 b,b,Transit,2016,Kepler
Kepler-1004 b,b,Transit,2016,Kepler
Kepler-1004 b,b,Transit,2016,Kepler
Kepler-1004 b,b,Transit,2016,Kepler
Kepler-1004 b,b,Transit,2016,Kepler
Kepler-1004 b,b,Transit,2016,Kepler
Kepler-1004 b,b,Transit,2016,Kepler
Kepler-1005 b,b,Transit,2016,Kepler
Kepler-1005 b,b,Transit,2016,Kepler
Kepler-1005 b,b,Transit,2016,Kepler
Kepler-1005 b,b,Transit,2016,Kepler
Kepler-1005 b,b,Transit,2016,Kepler
Kepler-1005 b,b,Transit,2016,Kepler
Kepler-1005 b,b,Transit,2016,Kepler
Kepler-1005 b,b,Transit,2016,Kepler
Kepler-1005 b,b,Transit,2016,Kepler
Kepler-1005 b,b,Transit,2016,Kepler
Kepler-1005 b,b,Transit,2016,Kepler
Kepler-1006 b,b,Transit,2016,Kepler
Kepler-1006 b,b,Transit,2016,Kepler
Kepler-1006 b,b,Transit,2016,Kepler
Kepler-1006 b,b,Transit,2016,Kepler
Kepler-1006 b,b,Transit,2016,Kepler
Kepler-1006 b,b,Transit,2016,Kepler
Kepler-1006 b,b,Transit,2016,Kepler
Kepler-1006 b,b,Transit,2016,Kepler
Kepler-1006 b,b,Transit,2016,Kepler
Kepler-1006 b,b,Transit,2016,Kepler
Kepler-1007 b,b,Transit,2016,Kepler
Kepler-1007 b,b,Transit,2016,Kepler
Kepler-1007 b,b,Transit,2016,Kepler
Kepler-1007 b,b,Transit,2016,Kepler
Kepler-1007 b,b,Transit,2016,Kepler
Kepler-1007 b,b,Transit,2016,Kepler
Kepler-1007 b,b,Transit,2016,Kepler
Kepler-1007 b,b,Transit,2016,Kepler
Kepler-1007 b,b,Transit,2016,Kepler
Kepler-1008 b,b,Transit,2016,Kepler
Kepler-1008 b,b,Transit,2016,Kepler
Kepler-1008 b,b,Transit,2016,Kepler
Kepler-1008 b,b,Transit,2016,Kepler
Kepler-1008 b,b,Transit,2016,Kepler
Kepler-1008 b,b,Transit,2016,Kepler
Kepler-1008 b,b,Transit,2016,Kepler
Kepler-1008 b,b,Transit,2016,Kepler
Kepler-1008 b,b,Transit,2016,Kepler
Kepler-1008 b,b,Transit,2016,Kepler
Kepler-1008 b,b,Transit,2016,Kepler
Kepler-1009 b,b,Transit,2016,Kepler
Kepler-1009 b,b,Transit,2016,Kepler
Kepler-1009 b,b,Transit,2016,Kepler
Kepler-1009 b,b,Transit,2016,Kepler
Kepler-1009 b,b,Transit,2016,Kepler
Kepler-1009 b,b,Transit,2016,Kepler
Kepler-1009 b,b,Transit,2016,Kepler
Kepler-1009 b,b,Transit,2016,Kepler
Kepler-1009 b,b,Transit,2016,Kepler
Kepler-1009 b,b,Transit,2016,Kepler
Kepler-101 b,b,Transit,2014,Kepler
Kepler-101 b,b,Transit,2014,Kepler
Kepler-101 b,b,Transit,2014,Kepler
Kepler-101 b,b,Transit,2014,Kepler
Kepler-101 b,b,Transit,2014,Kepler
Kepler-101 b,b,Transit,2014,Kepler
Kepler-101 b,b,Transit,2014,Kepler
Kepler-101 b,b,Transit,2014,Kepler
Kepler-101 b,b,Transit,2014,Kepler
Kepler-101 b,b,Transit,2014,Kepler
Kepler-101 b,b,Transit,2014,Kepler
Kepler-101 b,b,Transit,2014,Kepler
Kepler-101 c,c,Transit,2014,Kepler
Kepler-101 c,c,Transit,2014,Kepler
Kepler-101 c,c,Transit,2014,Kepler
Kepler-101 c,c,Transit,2014,Kepler
Kepler-101 c,c,Transit,2014,Kepler
Kepler-101 c,c,Transit,2014,Kepler
Kepler-101 c,c,Transit,2014,Kepler
Kepler-101 c,c,Transit,2014,Kepler
Kepler-101 c,c,Transit,2014,Kepler
Kepler-101 c,c,Transit,2014,Kepler
Kepler-101 c,c,Transit,2014,Kepler
Kepler-1010 b,b,Transit,2016,Kepler
Kepler-1010 b,b,Transit,2016,Kepler
Kepler-1010 b,b,Transit,2016,Kepler
Kepler-1010 b,b,Transit,2016,Kepler
Kepler-1010 b,b,Transit,2016,Kepler
Kepler-1010 b,b,Transit,2016,Kepler
Kepler-1010 b,b,Transit,2016,Kepler
Kepler-1010 b,b,Transit,2016,Kepler
Kepler-1010 b,b,Transit,2016,Kepler
Kepler-1010 b,b,Transit,2016,Kepler
Kepler-1011 b,b,Transit,2016,Kepler
Kepler-1011 b,b,Transit,2016,Kepler
Kepler-1011 b,b,Transit,2016,Kepler
Kepler-1011 b,b,Transit,2016,Kepler
Kepler-1011 b,b,Transit,2016,Kepler
Kepler-1011 b,b,Transit,2016,Kepler
Kepler-1011 b,b,Transit,2016,Kepler
Kepler-1011 b,b,Transit,2016,Kepler
Kepler-1011 b,b,Transit,2016,Kepler
Kepler-1011 b,b,Transit,2016,Kepler
Kepler-1012 b,b,Transit,2016,Kepler
Kepler-1012 b,b,Transit,2016,Kepler
Kepler-1012 b,b,Transit,2016,Kepler
Kepler-1012 b,b,Transit,2016,Kepler
Kepler-1012 b,b,Transit,2016,Kepler
Kepler-1012 b,b,Transit,2016,Kepler
Kepler-1012 b,b,Transit,2016,Kepler
Kepler-1012 b,b,Transit,2016,Kepler
Kepler-1012 b,b,Transit,2016,Kepler
Kepler-1012 b,b,Transit,2016,Kepler
Kepler-1012 b,b,Transit,2016,Kepler
Kepler-1013 b,b,Transit,2016,Kepler
Kepler-1013 b,b,Transit,2016,Kepler
Kepler-1013 b,b,Transit,2016,Kepler
Kepler-1013 b,b,Transit,2016,Kepler
Kepler-1013 b,b,Transit,2016,Kepler
Kepler-1013 b,b,Transit,2016,Kepler
Kepler-1013 b,b,Transit,2016,Kepler
Kepler-1013 b,b,Transit,2016,Kepler
Kepler-1013 b,b,Transit,2016,Kepler
Kepler-1013 b,b,Transit,2016,Kepler
Kepler-1014 b,b,Transit,2016,Kepler
Kepler-1014 b,b,Transit,2016,Kepler
Kepler-1014 b,b,Transit,2016,Kepler
Kepler-1014 b,b,Transit,2016,Kepler
Kepler-1014 b,b,Transit,2016,Kepler
Kepler-1014 b,b,Transit,2016,Kepler
Kepler-1014 b,b,Transit,2016,Kepler
Kepler-1014 b,b,Transit,2016,Kepler
Kepler-1014 b,b,Transit,2016,Kepler
Kepler-1014 b,b,Transit,2016,Kepler
Kepler-1015 b,b,Transit,2016,Kepler
Kepler-1015 b,b,Transit,2016,Kepler
Kepler-1015 b,b,Transit,2016,Kepler
Kepler-1015 b,b,Transit,2016,Kepler
Kepler-1015 b,b,Transit,2016,Kepler
Kepler-1015 b,b,Transit,2016,Kepler
Kepler-1015 b,b,Transit,2016,Kepler
Kepler-1015 b,b,Transit,2016,Kepler
Kepler-1015 b,b,Transit,2016,Kepler
Kepler-1015 b,b,Transit,2016,Kepler
Kepler-1015 b,b,Transit,2016,Kepler
Kepler-1016 b,b,Transit,2016,Kepler
Kepler-1016 b,b,Transit,2016,Kepler
Kepler-1016 b,b,Transit,2016,Kepler
Kepler-1016 b,b,Transit,2016,Kepler
Kepler-1016 b,b,Transit,2016,Kepler
Kepler-1016 b,b,Transit,2016,Kepler
Kepler-1016 b,b,Transit,2016,Kepler
Kepler-1016 b,b,Transit,2016,Kepler
Kepler-1016 b,b,Transit,2016,Kepler
Kepler-1016 b,b,Transit,2016,Kepler
Kepler-1016 c,c,Transit,2016,Kepler
Kepler-1016 c,c,Transit,2016,Kepler
Kepler-1016 c,c,Transit,2016,Kepler
Kepler-1016 c,c,Transit,2016,Kepler
Kepler-1016 c,c,Transit,2016,Kepler
Kepler-1016 c,c,Transit,2016,Kepler
Kepler-1016 c,c,Transit,2016,Kepler
Kepler-1016 c,c,Transit,2016,Kepler
Kepler-1016 c,c,Transit,2016,Kepler
Kepler-1016 c,c,Transit,2016,Kepler
Kepler-1017 b,b,Transit,2016,Kepler
Kepler-1017 b,b,Transit,2016,Kepler
Kepler-1017 b,b,Transit,2016,Kepler
Kepler-1017 b,b,Transit,2016,Kepler
Kepler-1017 b,b,Transit,2016,Kepler
Kepler-1017 b,b,Transit,2016,Kepler
Kepler-1017 b,b,Transit,2016,Kepler
Kepler-1017 b,b,Transit,2016,Kepler
Kepler-1017 b,b,Transit,2016,Kepler
Kepler-1017 b,b,Transit,2016,Kepler
Kepler-1017 b,b,Transit,2016,Kepler
Kepler-1018 b,b,Transit,2016,Kepler
Kepler-1018 b,b,Transit,2016,Kepler
Kepler-1018 b,b,Transit,2016,Kepler
Kepler-1018 b,b,Transit,2016,Kepler
Kepler-1018 b,b,Transit,2016,Kepler
Kepler-1018 b,b,Transit,2016,Kepler
Kepler-1018 b,b,Transit,2016,Kepler
Kepler-1018 b,b,Transit,2016,Kepler
Kepler-1018 b,b,Transit,2016,Kepler
Kepler-1018 b,b,Transit,2016,Kepler
Kepler-1019 b,b,Transit,2016,Kepler
Kepler-1019 b,b,Transit,2016,Kepler
Kepler-1019 b,b,Transit,2016,Kepler
Kepler-1019 b,b,Transit,2016,Kepler
Kepler-1019 b,b,Transit,2016,Kepler
Kepler-1019 b,b,Transit,2016,Kepler
Kepler-1019 b,b,Transit,2016,Kepler
Kepler-1019 b,b,Transit,2016,Kepler
Kepler-1019 b,b,Transit,2016,Kepler
Kepler-1019 b,b,Transit,2016,Kepler
Kepler-102 b,b,Transit,2014,Kepler
Kepler-102 b,b,Transit,2014,Kepler
Kepler-102 b,b,Transit,2014,Kepler
Kepler-102 b,b,Transit,2014,Kepler
Kepler-102 b,b,Transit,2014,Kepler
Kepler-102 b,b,Transit,2014,Kepler
Kepler-102 b,b,Transit,2014,Kepler
Kepler-102 b,b,Transit,2014,Kepler
Kepler-102 b,b,Transit,2014,Kepler
Kepler-102 b,b,Transit,2014,Kepler
Kepler-102 b,b,Transit,2014,Kepler
Kepler-102 b,b,Transit,2014,Kepler
Kepler-102 b,b,Transit,2014,Kepler
Kepler-102 c,c,Transit,2014,Kepler
Kepler-102 c,c,Transit,2014,Kepler
Kepler-102 c,c,Transit,2014,Kepler
Kepler-102 c,c,Transit,2014,Kepler
Kepler-102 c,c,Transit,2014,Kepler
Kepler-102 c,c,Transit,2014,Kepler
Kepler-102 c,c,Transit,2014,Kepler
Kepler-102 c,c,Transit,2014,Kepler
Kepler-102 c,c,Transit,2014,Kepler
Kepler-102 c,c,Transit,2014,Kepler
Kepler-102 c,c,Transit,2014,Kepler
Kepler-102 c,c,Transit,2014,Kepler
Kepler-102 c,c,Transit,2014,Kepler
Kepler-102 c,c,Transit,2014,Kepler
Kepler-102 c,c,Transit,2014,Kepler
Kepler-102 d,d,Transit,2014,Kepler
Kepler-102 d,d,Transit,2014,Kepler
Kepler-102 d,d,Transit,2014,Kepler
Kepler-102 d,d,Transit,2014,Kepler
Kepler-102 d,d,Transit,2014,Kepler
Kepler-102 d,d,Transit,2014,Kepler
Kepler-102 d,d,Transit,2014,Kepler
Kepler-102 d,d,Transit,2014,Kepler
Kepler-102 d,d,Transit,2014,Kepler
Kepler-102 d,d,Transit,2014,Kepler
Kepler-102 d,d,Transit,2014,Kepler
Kepler-102 d,d,Transit,2014,Kepler
Kepler-102 d,d,Transit,2014,Kepler
Kepler-102 d,d,Transit,2014,Kepler
Kepler-102 d,d,Transit,2014,Kepler
Kepler-102 e,e,Transit,2013,Kepler
Kepler-102 e,e,Transit,2013,Kepler
Kepler-102 e,e,Transit,2013,Kepler
Kepler-102 e,e,Transit,2013,Kepler
Kepler-102 e,e,Transit,2013,Kepler
Kepler-102 e,e,Transit,2013,Kepler
Kepler-102 e,e,Transit,2013,Kepler
Kepler-102 e,e,Transit,2013,Kepler
Kepler-102 e,e,Transit,2013,Kepler
Kepler-102 e,e,Transit,2013,Kepler
Kepler-102 e,e,Transit,2013,Kepler
Kepler-102 e,e,Transit,2013,Kepler
Kepler-102 e,e,Transit,2013,Kepler
Kepler-102 e,e,Transit,2013,Kepler
Kepler-102 e,e,Transit,2013,Kepler
Kepler-102 e,e,Transit,2013,Kepler
Kepler-102 f,f,Transit,2014,Kepler
Kepler-102 f,f,Transit,2014,Kepler
Kepler-102 f,f,Transit,2014,Kepler
Kepler-102 f,f,Transit,2014,Kepler
Kepler-102 f,f,Transit,2014,Kepler
Kepler-102 f,f,Transit,2014,Kepler
Kepler-102 f,f,Transit,2014,Kepler
Kepler-102 f,f,Transit,2014,Kepler
Kepler-102 f,f,Transit,2014,Kepler
Kepler-102 f,f,Transit,2014,Kepler
Kepler-102 f,f,Transit,2014,Kepler
Kepler-102 f,f,Transit,2014,Kepler
Kepler-102 f,f,Transit,2014,Kepler
Kepler-102 f,f,Transit,2014,Kepler
Kepler-1020 b,b,Transit,2016,Kepler
Kepler-1020 b,b,Transit,2016,Kepler
Kepler-1020 b,b,Transit,2016,Kepler
Kepler-1020 b,b,Transit,2016,Kepler
Kepler-1020 b,b,Transit,2016,Kepler
Kepler-1020 b,b,Transit,2016,Kepler
Kepler-1020 b,b,Transit,2016,Kepler
Kepler-1020 b,b,Transit,2016,Kepler
Kepler-1020 b,b,Transit,2016,Kepler
Kepler-1020 b,b,Transit,2016,Kepler
Kepler-1020 b,b,Transit,2016,Kepler
Kepler-1021 b,b,Transit,2016,Kepler
Kepler-1021 b,b,Transit,2016,Kepler
Kepler-1021 b,b,Transit,2016,Kepler
Kepler-1021 b,b,Transit,2016,Kepler
Kepler-1021 b,b,Transit,2016,Kepler
Kepler-1021 b,b,Transit,2016,Kepler
Kepler-1021 b,b,Transit,2016,Kepler
Kepler-1021 b,b,Transit,2016,Kepler
Kepler-1021 b,b,Transit,2016,Kepler
Kepler-1021 b,b,Transit,2016,Kepler
Kepler-1022 b,b,Transit,2016,Kepler
Kepler-1022 b,b,Transit,2016,Kepler
Kepler-1022 b,b,Transit,2016,Kepler
Kepler-1022 b,b,Transit,2016,Kepler
Kepler-1022 b,b,Transit,2016,Kepler
Kepler-1022 b,b,Transit,2016,Kepler
Kepler-1022 b,b,Transit,2016,Kepler
Kepler-1022 b,b,Transit,2016,Kepler
Kepler-1022 b,b,Transit,2016,Kepler
Kepler-1022 b,b,Transit,2016,Kepler
Kepler-1023 b,b,Transit,2016,Kepler
Kepler-1023 b,b,Transit,2016,Kepler
Kepler-1023 b,b,Transit,2016,Kepler
Kepler-1023 b,b,Transit,2016,Kepler
Kepler-1023 b,b,Transit,2016,Kepler
Kepler-1023 b,b,Transit,2016,Kepler
Kepler-1023 b,b,Transit,2016,Kepler
Kepler-1023 b,b,Transit,2016,Kepler
Kepler-1023 b,b,Transit,2016,Kepler
Kepler-1023 b,b,Transit,2016,Kepler
Kepler-1023 b,b,Transit,2016,Kepler
Kepler-1024 b,b,Transit,2016,Kepler
Kepler-1024 b,b,Transit,2016,Kepler
Kepler-1024 b,b,Transit,2016,Kepler
Kepler-1024 b,b,Transit,2016,Kepler
Kepler-1024 b,b,Transit,2016,Kepler
Kepler-1024 b,b,Transit,2016,Kepler
Kepler-1024 b,b,Transit,2016,Kepler
Kepler-1024 b,b,Transit,2016,Kepler
Kepler-1024 b,b,Transit,2016,Kepler
Kepler-1024 b,b,Transit,2016,Kepler
Kepler-1025 b,b,Transit,2016,Kepler
Kepler-1025 b,b,Transit,2016,Kepler
Kepler-1025 b,b,Transit,2016,Kepler
Kepler-1025 b,b,Transit,2016,Kepler
Kepler-1025 b,b,Transit,2016,Kepler
Kepler-1025 b,b,Transit,2016,Kepler
Kepler-1025 b,b,Transit,2016,Kepler
Kepler-1025 b,b,Transit,2016,Kepler
Kepler-1025 b,b,Transit,2016,Kepler
Kepler-1025 b,b,Transit,2016,Kepler
Kepler-1025 b,b,Transit,2016,Kepler
Kepler-1026 b,b,Transit,2016,Kepler
Kepler-1026 b,b,Transit,2016,Kepler
Kepler-1026 b,b,Transit,2016,Kepler
Kepler-1026 b,b,Transit,2016,Kepler
Kepler-1026 b,b,Transit,2016,Kepler
Kepler-1026 b,b,Transit,2016,Kepler
Kepler-1026 b,b,Transit,2016,Kepler
Kepler-1026 b,b,Transit,2016,Kepler
Kepler-1026 b,b,Transit,2016,Kepler
Kepler-1026 b,b,Transit,2016,Kepler
Kepler-1027 b,b,Transit,2016,Kepler
Kepler-1027 b,b,Transit,2016,Kepler
Kepler-1027 b,b,Transit,2016,Kepler
Kepler-1027 b,b,Transit,2016,Kepler
Kepler-1027 b,b,Transit,2016,Kepler
Kepler-1027 b,b,Transit,2016,Kepler
Kepler-1027 b,b,Transit,2016,Kepler
Kepler-1027 b,b,Transit,2016,Kepler
Kepler-1027 b,b,Transit,2016,Kepler
Kepler-1027 b,b,Transit,2016,Kepler
Kepler-1027 b,b,Transit,2016,Kepler
Kepler-1028 b,b,Transit,2016,Kepler
Kepler-1028 b,b,Transit,2016,Kepler
Kepler-1028 b,b,Transit,2016,Kepler
Kepler-1028 b,b,Transit,2016,Kepler
Kepler-1028 b,b,Transit,2016,Kepler
Kepler-1028 b,b,Transit,2016,Kepler
Kepler-1028 b,b,Transit,2016,Kepler
Kepler-1028 b,b,Transit,2016,Kepler
Kepler-1028 b,b,Transit,2016,Kepler
Kepler-1029 b,b,Transit,2016,Kepler
Kepler-1029 b,b,Transit,2016,Kepler
Kepler-1029 b,b,Transit,2016,Kepler
Kepler-1029 b,b,Transit,2016,Kepler
Kepler-1029 b,b,Transit,2016,Kepler
Kepler-1029 b,b,Transit,2016,Kepler
Kepler-1029 b,b,Transit,2016,Kepler
Kepler-1029 b,b,Transit,2016,Kepler
Kepler-103 b,b,Transit,2014,Kepler
Kepler-103 b,b,Transit,2014,Kepler
Kepler-103 b,b,Transit,2014,Kepler
Kepler-103 b,b,Transit,2014,Kepler
Kepler-103 b,b,Transit,2014,Kepler
Kepler-103 b,b,Transit,2014,Kepler
Kepler-103 b,b,Transit,2014,Kepler
Kepler-103 b,b,Transit,2014,Kepler
Kepler-103 b,b,Transit,2014,Kepler
Kepler-103 b,b,Transit,2014,Kepler
Kepler-103 b,b,Transit,2014,Kepler
Kepler-103 b,b,Transit,2014,Kepler
Kepler-103 b,b,Transit,2014,Kepler
Kepler-103 b,b,Transit,2014,Kepler
Kepler-103 b,b,Transit,2014,Kepler
Kepler-103 c,c,Transit,2014,Kepler
Kepler-103 c,c,Transit,2014,Kepler
Kepler-103 c,c,Transit,2014,Kepler
Kepler-103 c,c,Transit,2014,Kepler
Kepler-103 c,c,Transit,2014,Kepler
Kepler-103 c,c,Transit,2014,Kepler
Kepler-103 c,c,Transit,2014,Kepler
Kepler-103 c,c,Transit,2014,Kepler
Kepler-103 c,c,Transit,2014,Kepler
Kepler-103 c,c,Transit,2014,Kepler
Kepler-103 c,c,Transit,2014,Kepler
Kepler-103 c,c,Transit,2014,Kepler
Kepler-103 c,c,Transit,2014,Kepler
Kepler-103 c,c,Transit,2014,Kepler
Kepler-103 c,c,Transit,2014,Kepler
Kepler-1030 b,b,Transit,2016,Kepler
Kepler-1030 b,b,Transit,2016,Kepler
Kepler-1030 b,b,Transit,2016,Kepler
Kepler-1030 b,b,Transit,2016,Kepler
Kepler-1030 b,b,Transit,2016,Kepler
Kepler-1030 b,b,Transit,2016,Kepler
Kepler-1030 b,b,Transit,2016,Kepler
Kepler-1030 b,b,Transit,2016,Kepler
Kepler-1030 b,b,Transit,2016,Kepler
Kepler-1030 b,b,Transit,2016,Kepler
Kepler-1031 b,b,Transit,2016,Kepler
Kepler-1031 b,b,Transit,2016,Kepler
Kepler-1031 b,b,Transit,2016,Kepler
Kepler-1031 b,b,Transit,2016,Kepler
Kepler-1031 b,b,Transit,2016,Kepler
Kepler-1031 b,b,Transit,2016,Kepler
Kepler-1031 b,b,Transit,2016,Kepler
Kepler-1032 b,b,Transit,2016,Kepler
Kepler-1032 b,b,Transit,2016,Kepler
Kepler-1032 b,b,Transit,2016,Kepler
Kepler-1032 b,b,Transit,2016,Kepler
Kepler-1032 b,b,Transit,2016,Kepler
Kepler-1032 b,b,Transit,2016,Kepler
Kepler-1032 b,b,Transit,2016,Kepler
Kepler-1032 b,b,Transit,2016,Kepler
Kepler-1032 b,b,Transit,2016,Kepler
Kepler-1033 b,b,Transit,2016,Kepler
Kepler-1033 b,b,Transit,2016,Kepler
Kepler-1033 b,b,Transit,2016,Kepler
Kepler-1033 b,b,Transit,2016,Kepler
Kepler-1033 b,b,Transit,2016,Kepler
Kepler-1033 b,b,Transit,2016,Kepler
Kepler-1033 b,b,Transit,2016,Kepler
Kepler-1033 b,b,Transit,2016,Kepler
Kepler-1033 b,b,Transit,2016,Kepler
Kepler-1033 b,b,Transit,2016,Kepler
Kepler-1034 b,b,Transit,2016,Kepler
Kepler-1034 b,b,Transit,2016,Kepler
Kepler-1034 b,b,Transit,2016,Kepler
Kepler-1034 b,b,Transit,2016,Kepler
Kepler-1034 b,b,Transit,2016,Kepler
Kepler-1034 b,b,Transit,2016,Kepler
Kepler-1034 b,b,Transit,2016,Kepler
Kepler-1034 b,b,Transit,2016,Kepler
Kepler-1034 b,b,Transit,2016,Kepler
Kepler-1034 b,b,Transit,2016,Kepler
Kepler-1035 b,b,Transit,2016,Kepler
Kepler-1035 b,b,Transit,2016,Kepler
Kepler-1035 b,b,Transit,2016,Kepler
Kepler-1035 b,b,Transit,2016,Kepler
Kepler-1035 b,b,Transit,2016,Kepler
Kepler-1035 b,b,Transit,2016,Kepler
Kepler-1035 b,b,Transit,2016,Kepler
Kepler-1035 b,b,Transit,2016,Kepler
Kepler-1035 b,b,Transit,2016,Kepler
Kepler-1035 b,b,Transit,2016,Kepler
Kepler-1035 b,b,Transit,2016,Kepler
Kepler-1036 b,b,Transit,2016,Kepler
Kepler-1036 b,b,Transit,2016,Kepler
Kepler-1036 b,b,Transit,2016,Kepler
Kepler-1036 b,b,Transit,2016,Kepler
Kepler-1036 b,b,Transit,2016,Kepler
Kepler-1036 b,b,Transit,2016,Kepler
Kepler-1036 b,b,Transit,2016,Kepler
Kepler-1036 b,b,Transit,2016,Kepler
Kepler-1036 b,b,Transit,2016,Kepler
Kepler-1036 b,b,Transit,2016,Kepler
Kepler-1036 b,b,Transit,2016,Kepler
Kepler-1037 b,b,Transit,2016,Kepler
Kepler-1037 b,b,Transit,2016,Kepler
Kepler-1037 b,b,Transit,2016,Kepler
Kepler-1037 b,b,Transit,2016,Kepler
Kepler-1037 b,b,Transit,2016,Kepler
Kepler-1037 b,b,Transit,2016,Kepler
Kepler-1037 b,b,Transit,2016,Kepler
Kepler-1037 b,b,Transit,2016,Kepler
Kepler-1037 b,b,Transit,2016,Kepler
Kepler-1038 b,b,Transit,2016,Kepler
Kepler-1038 b,b,Transit,2016,Kepler
Kepler-1038 b,b,Transit,2016,Kepler
Kepler-1038 b,b,Transit,2016,Kepler
Kepler-1038 b,b,Transit,2016,Kepler
Kepler-1038 b,b,Transit,2016,Kepler
Kepler-1038 b,b,Transit,2016,Kepler
Kepler-1038 b,b,Transit,2016,Kepler
Kepler-1038 b,b,Transit,2016,Kepler
Kepler-1038 b,b,Transit,2016,Kepler
Kepler-1038 c,c,Transit,2021,Kepler
Kepler-1038 c,c,Transit,2021,Kepler
Kepler-1038 c,c,Transit,2021,Kepler
Kepler-1038 c,c,Transit,2021,Kepler
Kepler-1038 c,c,Transit,2021,Kepler
Kepler-1038 c,c,Transit,2021,Kepler
Kepler-1039 b,b,Transit,2016,Kepler
Kepler-1039 b,b,Transit,2016,Kepler
Kepler-1039 b,b,Transit,2016,Kepler
Kepler-1039 b,b,Transit,2016,Kepler
Kepler-1039 b,b,Transit,2016,Kepler
Kepler-1039 b,b,Transit,2016,Kepler
Kepler-1039 b,b,Transit,2016,Kepler
Kepler-1039 b,b,Transit,2016,Kepler
Kepler-1039 b,b,Transit,2016,Kepler
Kepler-1039 b,b,Transit,2016,Kepler
Kepler-104 b,b,Transit,2014,Kepler
Kepler-104 b,b,Transit,2014,Kepler
Kepler-104 b,b,Transit,2014,Kepler
Kepler-104 b,b,Transit,2014,Kepler
Kepler-104 b,b,Transit,2014,Kepler
Kepler-104 b,b,Transit,2014,Kepler
Kepler-104 b,b,Transit,2014,Kepler
Kepler-104 b,b,Transit,2014,Kepler
Kepler-104 b,b,Transit,2014,Kepler
Kepler-104 b,b,Transit,2014,Kepler
Kepler-104 b,b,Transit,2014,Kepler
Kepler-104 b,b,Transit,2014,Kepler
Kepler-104 b,b,Transit,2014,Kepler
Kepler-104 b,b,Transit,2014,Kepler
Kepler-104 c,c,Transit,2014,Kepler
